id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
7.52434E+17,233163395,Bo,Walnut,34.02458,-117.87216,Private room,61,2,1,2,346,1
8.20495E+17,497709887,Lourdson,Lancaster,34.6390787,-118.2026096,Entire home/apt,74,1,0,1,90,0
49547950,190375151,Yael,Santa Clarita,34.41888,-118.48954,Entire home/apt,239,1,51,1,246,24
6.63097E+17,210632612,Scott,Acton,34.45933,-118.19214,Entire home/apt,35,1,0,1,365,0
6.05773E+17,454448141,David,Santa Clarita,34.4117,-118.54859,Entire home/apt,189,28,0,1,341,0
12783140,41549995,Lorita,Carson,33.85075,-118.23914,Entire home/apt,321,3,0,1,365,0
50395707,407112149,Martin,Pomona,34.03914,-117.76449,Entire home/apt,222,2,50,1,8,19
8.40054E+17,211899887,Mauricio,Carson,33.82929993,-118.2627068,Entire home/apt,94,1,0,5,357,0
5.98692E+17,429081729,Ashman,Vermont Knolls,33.96161,-118.29216,Shared room,17,30,0,5,261,0
49740270,91954130,Vanessa,Quartz Hill,34.6468,-118.21413,Entire home/apt,87,2,130,1,5,61
6.52156E+17,437747310,Joseph,Carson,33.83109,-118.25304,Private room,86,1,4,2,340,4
6.92376E+17,474760371,Mario,Northridge,34.2561505,-118.5472873,Entire home/apt,175,2,13,1,347,13
37542116,283511617,Cynthia,Granada Hills,34.27339,-118.49232,Entire home/apt,135,30,57,1,365,0
52972471,428871007,Alfredo,Hawaiian Gardens,33.82624,-118.06961,Entire home/apt,157,1,78,1,53,58
8.39235E+17,503728347,Zhongdi,Monterey Park,34.03979477,-118.123018,Private room,47,1,0,1,365,0
8.01681E+17,129687586,Sally,Hacienda Heights,33.98564655,-117.9873828,Private room,39,1,5,11,178,5
50525898,405090037,Deluxe Living,Santa Clarita,34.41928,-118.56703,Entire home/apt,125,2,112,3,41,61
51041381,29234708,Cole,Torrance,33.81082,-118.38882,Entire home/apt,315,2,22,1,52,7
7.82664E+17,436449681,Alice,Rowland Heights,33.98984,-117.86254,Entire home/apt,79,1,1,27,318,1
3125861,15878447,Betty,Monterey Park,34.05964,-118.11993,Private room,57,4,75,6,84,8
18836746,9013038,Carol,Torrance,33.81614,-118.38267,Entire home/apt,122,2,166,1,249,40
7.19783E+17,452068461,Amy,South San Gabriel,34.04727,-118.0905,Private room,49,1,9,1,81,9
8.22485E+17,411784904,Lisa,Whittier,33.98445536,-118.0306214,Entire home/apt,360,3,2,2,340,2
7.05389E+17,82375711,Myra,Montebello,34.02758,-118.09538,Private room,60,1,8,10,363,8
23749802,178106443,Feonia,West Covina,34.0536,-117.89138,Private room,80,2,0,2,365,0
5.95554E+17,452165745,Maria,Torrance,33.81787,-118.3139,Private room,302,1,0,1,365,0
51128819,1519162,Lee,Agoura Hills,34.15483,-118.73727,Entire home/apt,250,2,36,2,322,24
7.66255E+17,464327438,Qiu,South San Gabriel,34.04902197,-118.0973118,Shared room,35,1,0,5,340,0
3932059,3377951,Wina,Montebello,34.02842,-118.14069,Entire home/apt,100,2,90,1,50,22
7.59527E+17,413195603,Sav,Vermont Square,33.99609,-118.2848,Private room,55,30,0,4,364,0
8.25665E+17,390414536,Paulo,Vernon,34.00382,-118.23663,Entire home/apt,95,1,0,64,364,0
53192321,364590049,Leonard,Florence-Firestone,33.97889,-118.24694,Entire home/apt,166,30,0,3,364,0
8.33588E+17,335526324,Ji Young,Florence-Firestone,33.96853347,-118.2427202,Entire home/apt,149,2,0,4,320,0
8689844,9950113,Charleen,Brentwood,34.06964,-118.46401,Entire home/apt,165,30,66,2,127,0
5.99258E+17,167134315,Uzoamaka,Hawthorne,33.90908,-118.33001,Entire home/apt,376,2,30,1,152,30
7.80339E+17,233874164,Nakia&,Vernon,34.01146,-118.23446,Shared room,35,1,2,37,365,2
16027728,102102475,Loretta,Gardena,33.91215,-118.31773,Private room,75,3,105,1,69,36
25167689,128734546,Armando And Fanny,Reseda,34.20728,-118.5472,Entire home/apt,168,1,149,1,148,34
6.89907E+17,462106084,Kien,Hacienda Heights,33.97774,-117.95998,Entire home/apt,320,4,2,3,349,2
5.64399E+17,445528454,Mary,Encino,34.14815,-118.47056,Entire home/apt,350,3,3,1,342,3
33563738,127761581,Anna,Gardena,33.91164,-118.31223,Entire home/apt,301,2,242,2,205,54
6.77077E+17,183724203,Frenchie,La Verne,34.1055784,-117.7628214,Private room,70,27,0,2,364,0
7.21304E+17,161638272,Annie,Claremont,34.1277,-117.70664,Private room,89,1,12,4,308,12
23286848,27345195,Arman,Westwood,34.06934,-118.46319,Entire home/apt,102,30,35,2,89,0
5.75334E+17,417919018,Nicole,Brentwood,34.06335,-118.46856,Entire home/apt,204,30,6,2,32,6
6.94482E+17,14563291,Michael,Boyle Heights,34.03048,-118.19693,Private room,75,30,0,1,364,0
49531930,399546284,Jason,Lakewood,33.84172,-118.14577,Entire home/apt,180,5,55,1,159,24
49226805,8398671,Sara,Glendale,34.14917,-118.25298,Entire home/apt,248,4,51,54,85,30
51583352,252677824,Oscar,Long Beach,33.85761,-118.17386,Entire home/apt,142,1,28,1,218,10
37026242,10734803,Brendie,Ridge Route,34.49318,-118.62831,Entire home/apt,131,1,233,1,147,73
48865514,134267499,StayCozy,Hollywood Hills,34.10416,-118.34121,Entire home/apt,65,31,2,102,166,1
7.86386E+17,411901944,SuitesRUs,Downtown,34.05190326,-118.2428327,Entire home/apt,228,1,4,19,360,4
15165198,30362823,Theresa And Kris,Venice,34.00041,-118.45441,Private room,146,1,512,1,112,112
8.24587E+17,460859,Linet,Glendale,34.15302195,-118.2631891,Entire home/apt,361,1,0,1,365,0
8475318,44633512,Yuye,Alhambra,34.07036,-118.1143,Private room,48,2,72,1,306,18
50994690,134267499,StayCozy,Santa Monica,34.00878,-118.4933,Entire home/apt,230,31,1,102,89,1
35266589,133480086,Vanessa,Mar Vista,34.01111,-118.44471,Entire home/apt,298,5,32,1,168,7
44476913,4398179,Jane,Hollywood Hills West,34.10179,-118.37832,Entire home/apt,155,4,38,1,97,18
7.97968E+17,346712317,Suite Spots,West Hollywood,34.09325598,-118.3448101,Entire home/apt,299,2,4,7,257,4
7.75625E+17,490394020,Stinson,West Hollywood,34.08977,-118.35919,Entire home/apt,186,1,2,4,340,2
38703508,295907053,Kim,Altadena,34.20238,-118.15648,Private room,350,1,0,3,9,0
6.36101E+17,78991,Julie,Pasadena,34.167873,-118.14006,Private room,72,3,7,1,45,7
8.37335E+17,500377298,Elena,West Hollywood,34.09133274,-118.3463854,Entire home/apt,190,3,0,10,177,0
7.75218E+17,144214204,Jino & Scott,Sherman Oaks,34.16362,-118.45462,Private room,89,30,0,1003,365,0
7.99273E+17,401130632,Scott And Jino,Sherman Oaks,34.16306,-118.45442,Private room,199,30,0,663,365,0
5.60952E+17,430751743,Fen,East Hollywood,34.09693,-118.30563,Private room,20,30,1,66,342,0
5.9659E+17,377558714,Greg,Mid-Wilshire,34.05505,-118.35761,Entire home/apt,148,1,8,29,243,8
42637899,19544751,Ori,Hollywood,34.09314,-118.33127,Entire home/apt,109,30,1,3,256,0
8.26494E+17,144214204,Jino & Scott,Sherman Oaks,34.16430261,-118.4553563,Private room,159,30,0,1003,364,0
7.55195E+17,485134033,Michelle,Beverly Hills,34.06067,-118.38447,Entire home/apt,150,1,0,56,364,0
3665537,6333737,Sigal,Carthay,34.05392,-118.3704,Entire home/apt,144,30,37,3,333,2
7.55104E+17,485134033,Michelle,Beverly Hills,34.06061,-118.3837,Entire home/apt,150,1,0,56,364,0
42280156,6674438,Thomas,Hollywood Hills West,34.10751,-118.38607,Entire home/apt,355,30,3,2,347,1
1700085,55411,Hank,Hollywood Hills,34.12002,-118.32136,Entire home/apt,389,4,33,6,64,1
47269284,62585631,Blaize,Echo Park,34.08951,-118.25596,Entire home/apt,265,30,8,1,314,4
6.47103E+17,445687411,Urban Stays,Venice,33.98398,-118.44272,Entire home/apt,242,5,4,5,346,4
8.08156E+17,449090851,Becki,North Hollywood,34.15897,-118.36627,Private room,74,30,0,9,354,0
42517485,106980640,Rose,Westlake,34.07338,-118.28656,Private room,40,30,6,17,346,2
377271,1896248,Jerry,Mid-Wilshire,34.0667,-118.35127,Entire home/apt,175,30,2,2,359,0
7.32622E+17,144214204,Jino & Scott,Sherman Oaks,34.16254,-118.45476,Private room,89,30,0,1003,364,0
7.97878E+17,1586060,Tom,Hollywood Hills West,34.10126277,-118.3806434,Entire home/apt,249,30,0,1,364,0
47120834,101537031,The Line Collection,West Hollywood,34.09354,-118.35263,Entire home/apt,81,31,6,129,56,4
23545909,2258900,Derek,Silver Lake,34.09554,-118.27719,Private room,150,30,1,1,0,0
53558595,8763731,Starline Real Estate,Redondo Beach,33.87168,-118.35946,Entire home/apt,235,3,3,19,271,3
45420036,344827718,Tyzhanae,Palmdale,34.56046,-118.10549,Private room,60,1,1,1,0,0
42866036,34666172,Maria,Whittier,33.96985,-118.03167,Private room,33,8,0,4,0,0
40473603,302375556,Eric,East Los Angeles,34.04207,-118.16714,Private room,200,1,0,2,0,0
36002823,270863624,Burhan,Sherman Oaks,34.15533,-118.45638,Entire home/apt,385,30,0,1,0,0
45195301,343535252,J,Long Beach,33.78407,-118.1733,Private room,51,31,0,1,0,0
15299255,97000730,Richard,North Hollywood,34.20079,-118.37875,Private room,100,30,0,1,0,0
37050579,144230228,Samantha,Glendora,34.13729,-117.86775,Private room,40,3,0,2,0,0
8.10734E+17,473150466,Jose,Southeast Antelope Valley,34.4134,-117.86641,Entire home/apt,458,2,1,1,89,1
54299461,232869567,Anne,Lopez/Kagel Canyons,34.29102,-118.40999,Private room,50,31,0,4,164,0
40670989,24913108,Joanne,Beverly Hills,34.06367,-118.3999,Entire home/apt,350,30,0,3,89,0
3413115,17208895,Irmgard,Agua Dulce,34.52367,-118.29905,Private room,60,1,43,1,126,0
25614457,13713794,Pauline,Whittier,33.949,-117.98413,Entire home/apt,135,2,0,1,249,0
7.45092E+17,483736708,Rudy,Agua Dulce,34.5218544,-118.2673487,Private room,99,4,1,5,90,1
7.83972E+17,209100861,Carlos,Bell,33.97451723,-118.178387,Entire home/apt,128,2,8,2,77,8
7.47402E+17,484449751,Billy,Pico-Robertson,34.05882,-118.3831,Entire home/apt,150,1,2,60,365,2
6.76E+17,470701360,Allea,Palmdale,34.57733,-118.00826,Entire home/apt,292,2,6,1,360,6
28809386,3324376,Alex From Abode,Marina del Rey,33.97953,-118.46073,Entire home/apt,218,2,87,24,329,4
7.38818E+17,483736708,Rudy,Agua Dulce,34.52091,-118.26682,Private room,118,2,3,5,90,3
52647476,35611926,Taing,Wilmington,33.75296,-118.2894,Entire home/apt,152,2,109,1,92,80
7.87848E+17,489668629,Andre,Pico-Robertson,34.05895688,-118.3832969,Entire home/apt,175,1,0,70,365,0
6.52747E+17,25960406,Wilson,Malibu,34.02292,-118.80419,Entire home/apt,225,30,16,1,198,16
48242284,47992825,Vicky,Diamond Bar,33.96746,-117.84403,Entire home/apt,248,31,2,14,163,2
12107097,59672473,Jenny,Echo Park,34.06057,-118.25383,Entire home/apt,100,30,0,1,0,0
41505702,209579359,Cierra,Lancaster,34.67623,-118.1282,Entire home/apt,107,3,78,3,77,21
35437988,122437249,Rocky,Green Meadows,33.93978,-118.26218,Entire home/apt,120,30,51,1,89,16
7.57929E+17,485938713,Cindy,West Compton,33.89109,-118.26948,Private room,112,1,7,2,6,7
6.48511E+17,47992825,Vicky,Diamond Bar,33.96944,-117.85429,Entire home/apt,449,31,2,14,122,2
50288067,204817211,Vivian,Diamond Bar,34.00487,-117.80453,Private room,59,2,8,2,13,5
48145909,30377947,Jed,West Hollywood,34.0897,-118.35515,Private room,86,1,56,7,95,35
41679372,328975604,Roxana,Long Beach,33.82403,-118.22363,Entire home/apt,104,30,2,1,151,0
7.66591E+17,126644161,Evolve,Burbank,34.16443,-118.33839,Entire home/apt,192,2,1,79,344,1
7.75418E+17,100428075,Sam,Marina del Rey,33.9788,-118.45843,Entire home/apt,150,1,0,43,351,0
6.76865E+17,171180364,Roni,Marina del Rey,33.97943,-118.45844,Entire home/apt,394,1,1,43,323,1
6.52834E+17,382258577,Elizabeth,Hawaiian Gardens,33.83127,-118.07801,Private room,41,1,1,1,104,1
45883269,113529539,Lizete,Bellflower,33.89261,-118.12082,Private room,82,30,1,1,365,1
7.47424E+17,484449751,Billy,Pico-Robertson,34.0589,-118.38306,Entire home/apt,150,1,2,60,365,2
6.83639E+17,39645379,Aifang,Walnut,34.00879,-117.86456,Private room,53,2,5,3,347,5
51191385,171538281,Jose,Downey,33.94547,-118.1381,Entire home/apt,421,3,47,1,345,24
52362990,25138314,RoomPicks By Antony,Torrance,33.79448,-118.33878,Private room,406,1,0,10,348,0
16101629,51622091,Mark,West Carson,33.81613,-118.29586,Entire home/apt,149,15,53,2,336,2
6.69577E+17,266122732,TurnKey Vacation Rentals,Broadway-Manchester,33.92356,-118.27755,Entire home/apt,188,30,1,10,325,1
25521261,23265918,Dieu,Sylmar,34.3259,-118.4404,Private room,55,30,2,1,208,0
43212824,342075388,Le Parc Suite Hotel,West Hollywood,34.08341,-118.37857,Private room,369,1,0,3,0,0
7.63224E+17,375328299,Ruimeng,Walnut,34.0202436,-117.8742964,Entire home/apt,311,1,9,3,89,9
6.91327E+17,445693122,Marina,West Hollywood,34.09035,-118.3706,Entire home/apt,319,1,10,7,357,10
7.91312E+17,390414536,Paulo,Lynwood,33.93289809,-118.2036248,Entire home/apt,125,1,0,64,365,0
2960014,15108882,Francine,Long Beach,33.78012,-118.10578,Entire home/apt,135,31,4,1,318,2
32879141,209764945,Jianfu,Pomona,34.03805,-117.77403,Private room,56,5,22,1,279,3
7.58595E+17,266189822,Araceli,Lancaster,34.63251,-118.20661,Entire home/apt,125,2,5,2,253,5
6.83593E+17,466488035,Colorstone,East San Gabriel,34.12219,-118.07377,Private room,96,1,0,16,352,0
5.67587E+17,71964594,Heather,Palmdale,34.56878,-118.17568,Entire home/apt,260,2,30,1,303,30
34024680,136486644,Brenda,Lancaster,34.67003,-118.10659,Private room,50,7,6,7,112,0
7.71785E+17,489668629,Andre,Pico-Robertson,34.05836,-118.38353,Entire home/apt,150,1,0,70,365,0
49801566,8763731,Starline Real Estate,San Pedro,33.72514,-118.28659,Entire home/apt,89,30,0,19,331,0
6.09546E+17,455244002,Sam,Lancaster,34.71732,-118.15277,Private room,70,1,0,1,364,0
44003856,22259699,Mathilda,Sherman Oaks,34.16979,-118.45254,Entire home/apt,183,30,37,5,263,2
33388692,53647080,Lucy,Vermont Vista,33.92651,-118.28905,Entire home/apt,212,1,307,1,138,89
8.36474E+17,492403994,Apolonia,Valley Glen,34.17297062,-118.4010106,Entire home/apt,100,30,0,1,59,0
25745214,115602999,Sebastian,Fairfax,34.0888,-118.35217,Entire home/apt,290,2,20,3,154,20
7.28251E+17,481809844,Brittany,San Pedro,33.72065,-118.29092,Entire home/apt,178,2,9,1,90,9
7.51616E+17,484477694,Bobby,Pico-Robertson,34.05891,-118.38285,Entire home/apt,150,1,0,54,365,0
23454043,8763731,Starline Real Estate,San Pedro,33.70807,-118.28722,Entire home/apt,99,30,43,19,310,2
43286295,80687336,April,Watts,33.93349,-118.22782,Entire home/apt,99,4,49,7,358,37
46432534,67469870,Hotel Mariposa,Sherman Oaks,34.15634,-118.4138,Private room,218,1,27,13,90,8
47239967,100428075,Sam,Beverly Grove,34.08854,-118.37532,Entire home/apt,200,30,1,43,360,1
40861354,268798414,Laura,Compton,33.91506,-118.24292,Entire home/apt,250,3,61,1,197,6
6.04418E+17,14771480,David,Pacoima,34.25891712,-118.4183327,Private room,75,2,5,1,89,5
8.16295E+17,88311689,Halle,Commerce,33.9970193,-118.1428027,Entire home/apt,396,2,0,21,365,0
8.23379E+17,500263620,Mircea,West Hollywood,34.09089341,-118.3490993,Entire home/apt,300,2,1,10,135,1
6.84843E+17,39645379,Aifang,Walnut,34.01091,-117.86541,Private room,50,7,0,3,261,0
7.26919E+17,481582221,Nader,Palmdale,34.6435078,-118.2432057,Entire home/apt,96,3,3,1,365,3
52810584,155339545,Marie,West Hollywood,34.09136,-118.37369,Entire home/apt,88,20,3,8,262,2
45732871,100428075,Sam,Beverly Grove,34.08719,-118.37546,Entire home/apt,200,30,4,43,360,1
29663132,63450119,Allan,Pico Rivera,33.95815,-118.09844,Private room,70,3,62,2,66,27
1446051,7763168,Katherine,West Hollywood,34.09398,-118.36148,Entire home/apt,100,30,31,1,258,4
8.11822E+17,107954360,Vivian,South Whittier,33.92016,-118.05331,Private room,49,3,2,4,43,2
47373569,382450066,Sahara,Santa Clarita,34.38311,-118.55433,Private room,65,1,148,3,94,70
7.42209E+17,484448552,Joan,Lancaster,34.69521581,-118.0807165,Private room,50,3,0,1,365,0
38704876,289771514,Jina,Alhambra,34.08644,-118.12236,Private room,49,3,26,1,180,5
52203841,422592129,Hector,Lancaster,34.70259,-118.15309,Entire home/apt,159,1,36,2,4,18
7.64568E+17,487872791,Denis,Beverly Hills,34.05875,-118.3854,Entire home/apt,175,1,0,7,365,0
7.4816E+17,303039123,Maria,Artesia,33.86291,-118.08165,Private room,155,1,0,1,358,0
49025783,19237277,Brenda,Granada Hills,34.27101,-118.52247,Entire home/apt,385,30,0,9,344,0
49508249,162741741,Steve,Santa Clarita,34.3954,-118.47543,Entire home/apt,450,2,1,1,364,1
6.5736E+17,46323046,Goode Homes,Santa Clarita,34.47399,-118.53172,Entire home/apt,445,4,1,10,348,1
7.52188E+17,484449751,Billy,Pico-Robertson,34.06032,-118.3828,Entire home/apt,150,1,0,60,365,0
41260742,256558498,Hannah,Walnut,34.0068,-117.86495,Private room,48,7,46,3,166,13
8.29309E+17,3097566,Frist,East San Gabriel,34.12272906,-118.0749962,Entire home/apt,166,7,1,38,264,1
29608742,107352712,Vicki,Diamond Bar,33.98468,-117.81576,Entire home/apt,289,6,13,1,343,6
7.41657E+17,136839855,Wayne,Carson,33.82305,-118.28076,Entire home/apt,89,3,9,14,20,9
6.06738E+17,310599649,Vicki,Rowland Heights,33.99525,-117.86388,Private room,69,1,3,6,365,3
5.99183E+17,231837608,Sheila,South San Gabriel,34.05152,-118.10283,Entire home/apt,95,2,38,6,330,38
7.50022E+17,9881127,Cindy,South San Jose Hills,34.0131233,-117.8921959,Entire home/apt,163,1,18,1,42,18
37719161,139552334,Jose,El Sereno,34.07953,-118.18555,Private room,69,30,18,4,38,1
53242559,391050608,Max,West Hollywood,34.09128,-118.34401,Entire home/apt,130,1,74,2,238,57
8.02462E+17,49630060,Deborah,Redondo Beach,33.85612777,-118.3781341,Private room,70,30,0,1,72,0
5.86956E+17,450467456,Rosa,Downey,33.93557,-118.1541,Private room,89,1,91,3,276,91
7.29227E+17,129687586,Sally,Hacienda Heights,33.98708,-117.98811,Private room,38,1,17,11,90,17
6.99393E+17,473207529,Jun,Rosemead,34.05627185,-118.1078623,Private room,78,30,10,27,355,10
5573028,10033808,Zimi,West Covina,34.01316,-117.88605,Entire home/apt,175,3,77,10,55,17
36075175,265213452,Catalina Glamping,Unincorporated Catalina Island,33.39013,-118.37045,Private room,65,1,29,15,180,3
19316079,105890241,Lucas,Fairfax,34.08568,-118.35799,Entire home/apt,220,30,15,7,87,2
53148678,423194979,Liwen,Monterey Park,34.05916,-118.12146,Private room,249,2,8,6,221,4
28207240,96220702,Juan,Watts,33.93838,-118.23375,Shared room,14,30,24,18,365,1
5.86583E+17,247307853,Eden,Sylmar,34.31834,-118.43767,Entire home/apt,66,30,3,4,132,3
7.52215E+17,484449751,Billy,Beverly Hills,34.05912,-118.38485,Entire home/apt,175,1,0,60,365,0
7.52872E+17,174792040,RoomPicks By Victoria,Torrance,33.84106,-118.31081,Private room,281,1,0,30,347,0
8.21222E+17,497190665,Alex,El Monte,34.05934922,-118.0370802,Entire home/apt,177,2,0,2,15,0
7.42242E+17,484338505,April,Beverly Hills,34.05972,-118.38484,Entire home/apt,150,1,1,59,365,1
26753722,23524402,Henry,Alhambra,34.10089,-118.12729,Entire home/apt,116,3,173,14,104,41
6.99509E+17,132238147,Krish,Torrance,33.81925183,-118.3337878,Entire home/apt,80,30,2,5,50,2
53971990,157681023,Evelyn,El Sereno,34.08468,-118.17145,Entire home/apt,130,1,53,2,303,53
7.95661E+17,144214204,Jino & Scott,Sherman Oaks,34.16360421,-118.4547019,Private room,89,30,0,1003,365,0
6.51136E+17,399577067,Krystal,Harbor Gateway,33.83760357,-118.3055827,Entire home/apt,80,30,2,5,142,2
44537748,299504856,Premierhosts,Valinda,34.03018,-117.93339,Entire home/apt,225,2,74,2,155,28
7.42848E+17,484275960,Fernanda,Beverly Hills,34.06012,-118.38496,Entire home/apt,150,1,0,55,365,0
5.88541E+17,450467456,Rosa,Downey,33.9352,-118.15398,Private room,70,1,78,3,240,78
6.87737E+17,208610860,Joel,Vermont Square,34.00896,-118.28582,Private room,27,30,1,35,363,1
7.58283E+17,338909799,Alec,Beverly Hills,34.06045,-118.37555,Private room,59,2,3,39,289,3
6.1312E+17,30656727,Paul & Blanca,Vermont-Slauson,33.993,-118.28455,Private room,43,30,1,5,329,1
29730889,222265639,Melissa,Hollywood Hills West,34.09821,-118.363,Private room,125,3,11,4,1,0
7.53521E+17,144214204,Jino & Scott,Sherman Oaks,34.16366,-118.45474,Private room,89,30,0,1003,365,0
8.32753E+17,40163894,Zora,Agoura Hills,34.15485,-118.7551,Entire home/apt,89,30,0,21,364,0
6.26221E+17,198748040,Gles,Carson,33.82660291,-118.2708395,Private room,53,1,3,4,336,3
7.52343E+17,279242902,Maro,Torrance,33.82348,-118.33745,Entire home/apt,199,3,2,1,353,2
5.74943E+17,95721812,Jonathan,Florence-Firestone,33.97983,-118.24349,Private room,230,3,1,1,340,1
47444982,86696647,Sue,Fairfax,34.07446,-118.35661,Private room,70,30,4,1,180,2
7.94983E+17,489668629,Andre,Beverly Hills,34.06089994,-118.3837576,Entire home/apt,150,1,0,70,365,0
26750913,23524402,Henry,Alhambra,34.10107,-118.12533,Entire home/apt,137,3,211,14,101,45
7.39846E+17,26023511,Kenny,Monterey Park,34.04879,-118.15009,Entire home/apt,232,1,32,2,39,32
6.0473E+17,107434423,Blueground,Hollywood,34.09856,-118.3195,Entire home/apt,197,31,0,717,320,0
33562047,172788,Lauren,Beverly Hills,34.07823,-118.39166,Entire home/apt,181,1,3,1,0,0
8.15572E+17,453835551,Franck,Huntington Park,33.98142271,-118.229188,Entire home/apt,130,3,0,11,333,0
15910532,86451018,Benjamin,Pomona,34.03837,-117.78705,Private room,66,30,84,4,349,1
12044000,8763731,Starline Real Estate,San Pedro,33.72667,-118.3052,Entire home/apt,343,3,83,19,329,20
7.20949E+17,161638272,Annie,Claremont,34.12735,-117.70803,Private room,89,1,6,4,219,6
6.95894E+17,340736981,Jesse,Gardena,33.89934,-118.2983,Entire home/apt,500,2,0,1,89,0
8.02153E+17,144214204,Jino & Scott,Sherman Oaks,34.16438389,-118.4561078,Private room,89,30,0,1003,365,0
6.23732E+17,107434423,Blueground,Hollywood,34.10149,-118.32464,Entire home/apt,185,31,0,717,360,0
7.08973E+17,390614063,Coco,Hacienda Heights,33.99227,-117.93698,Private room,43,1,23,5,355,23
45289516,250312632,Hoss,Pacoima,34.24624,-118.41688,Entire home/apt,69,30,10,42,89,2
